https://www.gstatic.com/prettyearth/assets/full/1003.jpg,Australia,,1003
https://www.gstatic.com/prettyearth/assets/full/1004.jpg,Chile,Tamarugal,1004
https://www.gstatic.com/prettyearth/assets/full/1006.jpg,China,Ngari,1006
https://www.gstatic.com/prettyearth/assets/full/1007.jpg,China,Ngari,1007
https://www.gstatic.com/prettyearth/assets/full/1008.jpg,China,Ngari,1008
https://www.gstatic.com/prettyearth/assets/full/1010.jpg,Antarctica,,1010
https://www.gstatic.com/prettyearth/assets/full/1012.jpg,Antarctica,,1012
https://www.gstatic.com/prettyearth/assets/full/1014.jpg,China,Shannan,1014
https://www.gstatic.com/prettyearth/assets/full/1017.jpg,Kazakhstan,Beyneu District,1017
https://www.gstatic.com/prettyearth/assets/full/1018.jpg,Libya,Al Kufrah,1018
https://www.gstatic.com/prettyearth/assets/full/1019.jpg,Egypt,Qesm Al Wahat Ad Dakhlah,1019
https://www.gstatic.com/prettyearth/assets/full/1021.jpg,United States,Porcupine,1021
https://www.gstatic.com/prettyearth/assets/full/1022.jpg,China,Hainan,1022
https://www.gstatic.com/prettyearth/assets/full/1023.jpg,China,Ngari,1023
https://www.gstatic.com/prettyearth/assets/full/1024.jpg,Libya,,1024
https://www.gstatic.com/prettyearth/assets/full/1026.jpg,Chad,Ennedi,1026
https://www.gstatic.com/prettyearth/assets/full/1027.jpg,The Bahamas,South Eleuthera,1027
https://www.gstatic.com/prettyearth/assets/full/1032.jpg,French Polynesia,Tuamotus Islands,1032
https://www.gstatic.com/prettyearth/assets/full/1033.jpg,United States,Chicago,1033
https://www.gstatic.com/prettyearth/assets/full/1034.jpg,United States,Camptonville,1034
https://www.gstatic.com/prettyearth/assets/full/1035.jpg,Germany,Niederzier,1035
https://www.gstatic.com/prettyearth/assets/full/1036.jpg,Greenland,Kujalleq,1036
https://www.gstatic.com/prettyearth/assets/full/1037.jpg,Iceland,,1037
https://www.gstatic.com/prettyearth/assets/full/1038.jpg,Switzerland,Zermatt,1038
https://www.gstatic.com/prettyearth/assets/full/1039.jpg,Italy,Verbano-Cusio-Ossola,1039
https://www.gstatic.com/prettyearth/assets/full/1040.jpg,Switzerland,Saas-Almagell,1040
https://www.gstatic.com/prettyearth/assets/full/1041.jpg,Canada,Nunavut,1041
https://www.gstatic.com/prettyearth/assets/full/1046.jpg,United States,Tooele County,1046
https://www.gstatic.com/prettyearth/assets/full/1047.jpg,United States,Tooele County,1047
https://www.gstatic.com/prettyearth/assets/full/1048.jpg,United States,Box Elder County,1048
https://www.gstatic.com/prettyearth/assets/full/1049.jpg,United States,Box Elder County,1049
https://www.gstatic.com/prettyearth/assets/full/1050.jpg,United States,Corinne,1050
https://www.gstatic.com/prettyearth/assets/full/1052.jpg,United States,Davis County,1052
https://www.gstatic.com/prettyearth/assets/full/1053.jpg,United States,Grantsville,1053
https://www.gstatic.com/prettyearth/assets/full/1054.jpg,United States,Grantsville,1054
https://www.gstatic.com/prettyearth/assets/full/1055.jpg,United States,Tooele County,1055
https://www.gstatic.com/prettyearth/assets/full/1056.jpg,United States,Tooele County,1056
https://www.gstatic.com/prettyearth/assets/full/1057.jpg,Spain,Calvià,1057
https://www.gstatic.com/prettyearth/assets/full/1063.jpg,China,Haibei,1063
https://www.gstatic.com/prettyearth/assets/full/1064.jpg,China,Hainan,1064
https://www.gstatic.com/prettyearth/assets/full/1065.jpg,China,Hainan,1065
https://www.gstatic.com/prettyearth/assets/full/1066.jpg,China,Haibei,1066
https://www.gstatic.com/prettyearth/assets/full/1067.jpg,China,Haibei,1067
https://www.gstatic.com/prettyearth/assets/full/1068.jpg,China,Hainan,1068
